Query,n of total hits,n of nontarget,half n of total hits,Taxon dist HGT
scaffold58-size215676-gene-0.48,20,2.0,10.0,False
scaffold58-size215676-gene-0.50,17,0.0,8.5,False
scaffold58-size215676-gene-0.51,1,0.0,0.5,False
scaffold58-size215676-gene-0.52,2,0.0,1.0,False
scaffold58-size215676-gene-1.0,1,0.0,0.5,False
scaffold58-size215676-gene-1.10,22,22.0,11.0,True
scaffold58-size215676-gene-1.15,20,0.0,10.0,False
scaffold58-size215676-gene-1.16,2,0.0,1.0,False
scaffold58-size215676-gene-1.17,22,0.0,11.0,False
scaffold58-size215676-gene-1.18,22,0.0,11.0,False
scaffold58-size215676-gene-1.19,5,0.0,2.5,False
scaffold58-size215676-gene-1.2,18,14.0,9.0,True
scaffold58-size215676-gene-1.21,16,0.0,8.0,False
scaffold58-size215676-gene-1.22,21,0.0,10.5,False
scaffold58-size215676-gene-1.23,23,0.0,11.5,False
scaffold58-size215676-gene-1.25,1,0.0,0.5,False
scaffold58-size215676-gene-1.26,24,23.0,12.0,True
scaffold58-size215676-gene-1.27,24,0.0,12.0,False
scaffold58-size215676-gene-1.28,23,0.0,11.5,False
scaffold58-size215676-gene-1.29,8,5.0,4.0,True
scaffold58-size215676-gene-1.3,1,0.0,0.5,False
scaffold58-size215676-gene-1.31,21,0.0,10.5,False
scaffold58-size215676-gene-1.32,18,0.0,9.0,False
scaffold58-size215676-gene-1.34,22,0.0,11.0,False
scaffold58-size215676-gene-1.36,13,2.0,6.5,False
scaffold58-size215676-gene-1.37,20,0.0,10.0,False
scaffold58-size215676-gene-1.39,14,0.0,7.0,False
scaffold58-size215676-gene-1.42,1,0.0,0.5,False
scaffold58-size215676-gene-1.44,21,0.0,10.5,False
scaffold58-size215676-gene-1.45,19,4.0,9.5,False
scaffold58-size215676-gene-1.46,19,0.0,9.5,False
scaffold58-size215676-gene-1.47,23,0.0,11.5,False
scaffold58-size215676-gene-1.48,17,1.0,8.5,False
scaffold58-size215676-gene-1.50,23,1.0,11.5,False
scaffold58-size215676-gene-1.52,17,0.0,8.5,False
scaffold58-size215676-gene-1.53,23,0.0,11.5,False
scaffold58-size215676-gene-1.54,24,0.0,12.0,False
scaffold58-size215676-gene-1.6,24,1.0,12.0,False
scaffold58-size215676-gene-1.7,12,1.0,6.0,False
scaffold58-size215676-gene-1.8,1,0.0,0.5,False
scaffold59-size211055-gene-0.18,2,0.0,1.0,False
scaffold59-size211055-gene-0.19,1,0.0,0.5,False
scaffold59-size211055-gene-0.20,13,12.0,6.5,True
scaffold59-size211055-gene-0.21,12,0.0,6.0,False
scaffold59-size211055-gene-0.23,24,0.0,12.0,False
scaffold59-size211055-gene-0.24,1,0.0,0.5,False
scaffold59-size211055-gene-0.25,1,0.0,0.5,False
scaffold59-size211055-gene-0.26,1,0.0,0.5,False
scaffold59-size211055-gene-0.27,22,21.0,11.0,True
scaffold59-size211055-gene-0.29,21,0.0,10.5,False
scaffold59-size211055-gene-0.30,1,0.0,0.5,False
scaffold59-size211055-gene-0.31,1,0.0,0.5,False
scaffold59-size211055-gene-0.32,17,0.0,8.5,False
scaffold59-size211055-gene-0.33,23,0.0,11.5,False
scaffold59-size211055-gene-0.34,1,0.0,0.5,False
scaffold59-size211055-gene-0.36,1,0.0,0.5,False
scaffold59-size211055-gene-0.39,2,0.0,1.0,False
scaffold59-size211055-gene-0.40,16,0.0,8.0,False
scaffold59-size211055-gene-0.41,2,0.0,1.0,False
scaffold59-size211055-gene-0.42,1,0.0,0.5,False
scaffold59-size211055-gene-0.44,17,16.0,8.5,True
scaffold59-size211055-gene-0.45,17,0.0,8.5,False
scaffold59-size211055-gene-0.46,1,0.0,0.5,False
scaffold59-size211055-gene-0.48,18,0.0,9.0,False
scaffold59-size211055-gene-0.49,23,22.0,11.5,True
scaffold59-size211055-gene-0.51,23,6.0,11.5,False
scaffold59-size211055-gene-0.52,19,0.0,9.5,False
scaffold59-size211055-gene-0.54,19,5.0,9.5,False
scaffold59-size211055-gene-1.0,21,14.0,10.5,True
scaffold59-size211055-gene-1.10,20,0.0,10.0,False
scaffold59-size211055-gene-1.12,3,0.0,1.5,False
scaffold59-size211055-gene-1.13,10,0.0,5.0,False
scaffold59-size211055-gene-1.14,11,0.0,5.5,False
scaffold59-size211055-gene-1.16,21,0.0,10.5,False
scaffold59-size211055-gene-1.17,1,0.0,0.5,False
scaffold59-size211055-gene-1.18,20,0.0,10.0,False
scaffold59-size211055-gene-1.19,10,7.0,5.0,True
scaffold59-size211055-gene-1.2,8,1.0,4.0,False
scaffold59-size211055-gene-1.20,23,0.0,11.5,False
scaffold59-size211055-gene-1.21,24,0.0,12.0,False
scaffold59-size211055-gene-1.22,6,4.0,3.0,True
scaffold59-size211055-gene-1.23,21,0.0,10.5,False
scaffold59-size211055-gene-1.24,18,16.0,9.0,True
scaffold59-size211055-gene-1.3,1,0.0,0.5,False
scaffold59-size211055-gene-1.4,19,0.0,9.5,False
scaffold59-size211055-gene-1.5,1,0.0,0.5,False
scaffold59-size211055-gene-1.6,17,0.0,8.5,False
scaffold59-size211055-gene-1.7,18,15.0,9.0,True
scaffold59-size211055-gene-1.8,1,0.0,0.5,False
scaffold59-size211055-gene-1.9,24,23.0,12.0,True
scaffold6-size542291-gene-0.10,1,0.0,0.5,False
scaffold6-size542291-gene-0.15,11,10.0,5.5,True
scaffold6-size542291-gene-0.17,24,0.0,12.0,False
scaffold6-size542291-gene-0.18,23,0.0,11.5,False
scaffold6-size542291-gene-0.2,22,0.0,11.0,False
scaffold6-size542291-gene-0.3,19,0.0,9.5,False
scaffold6-size542291-gene-0.7,16,3.0,8.0,False
scaffold6-size542291-gene-0.8,19,0.0,9.5,False
scaffold6-size542291-gene-0.9,18,0.0,9.0,False
scaffold6-size542291-gene-1.24,1,0.0,0.5,False
scaffold6-size542291-gene-1.26,14,0.0,7.0,False
scaffold6-size542291-gene-1.27,20,0.0,10.0,False
scaffold6-size542291-gene-1.28,22,0.0,11.0,False
scaffold6-size542291-gene-1.29,18,3.0,9.0,False
scaffold6-size542291-gene-1.30,23,0.0,11.5,False
scaffold6-size542291-gene-1.32,5,0.0,2.5,False
scaffold6-size542291-gene-1.33,19,0.0,9.5,False
scaffold6-size542291-gene-1.35,1,0.0,0.5,False
scaffold6-size542291-gene-1.37,18,3.0,9.0,False
scaffold6-size542291-gene-1.39,16,0.0,8.0,False
scaffold6-size542291-gene-1.40,24,17.0,12.0,True
scaffold6-size542291-gene-1.41,24,18.0,12.0,True
scaffold6-size542291-gene-1.42,18,0.0,9.0,False
scaffold6-size542291-gene-1.43,2,0.0,1.0,False
scaffold6-size542291-gene-1.45,5,0.0,2.5,False
scaffold6-size542291-gene-1.46,23,16.0,11.5,True
scaffold6-size542291-gene-1.47,17,0.0,8.5,False
scaffold6-size542291-gene-1.48,20,0.0,10.0,False
scaffold6-size542291-gene-1.49,14,0.0,7.0,False
scaffold6-size542291-gene-1.50,17,1.0,8.5,False
scaffold6-size542291-gene-1.51,20,13.0,10.0,True
scaffold6-size542291-gene-1.53,2,0.0,1.0,False
scaffold6-size542291-gene-1.54,19,0.0,9.5,False
scaffold6-size542291-gene-2.20,13,10.0,6.5,True
scaffold6-size542291-gene-2.21,21,19.0,10.5,True
scaffold6-size542291-gene-2.22,5,0.0,2.5,False
scaffold6-size542291-gene-2.23,1,0.0,0.5,False
scaffold6-size542291-gene-2.24,20,0.0,10.0,False
scaffold6-size542291-gene-2.25,6,0.0,3.0,False
scaffold6-size542291-gene-2.26,21,2.0,10.5,False
scaffold6-size542291-gene-2.28,1,0.0,0.5,False
scaffold6-size542291-gene-2.29,21,0.0,10.5,False
scaffold6-size542291-gene-2.30,17,0.0,8.5,False
scaffold6-size542291-gene-2.32,22,22.0,11.0,True
scaffold6-size542291-gene-2.34,23,1.0,11.5,False
scaffold6-size542291-gene-2.35,19,0.0,9.5,False
scaffold6-size542291-gene-2.38,19,0.0,9.5,False
scaffold6-size542291-gene-2.39,2,1.0,1.0,False
scaffold6-size542291-gene-2.40,13,0.0,6.5,False
scaffold6-size542291-gene-2.41,20,0.0,10.0,False
scaffold6-size542291-gene-2.42,17,0.0,8.5,False
scaffold6-size542291-gene-2.44,21,1.0,10.5,False
scaffold6-size542291-gene-2.46,21,0.0,10.5,False
scaffold6-size542291-gene-2.47,5,0.0,2.5,False
scaffold6-size542291-gene-2.48,22,0.0,11.0,False
scaffold6-size542291-gene-2.49,18,0.0,9.0,False
scaffold6-size542291-gene-2.50,17,0.0,8.5,False
scaffold6-size542291-gene-2.52,22,0.0,11.0,False
scaffold6-size542291-gene-3.0,21,0.0,10.5,False
scaffold6-size542291-gene-3.1,1,0.0,0.5,False
scaffold6-size542291-gene-3.11,21,0.0,10.5,False
scaffold6-size542291-gene-3.13,4,0.0,2.0,False
scaffold6-size542291-gene-3.14,23,23.0,11.5,True
scaffold6-size542291-gene-3.17,21,0.0,10.5,False
scaffold6-size542291-gene-3.18,1,0.0,0.5,False
scaffold6-size542291-gene-3.19,20,0.0,10.0,False
scaffold6-size542291-gene-3.2,19,0.0,9.5,False
scaffold6-size542291-gene-3.20,24,0.0,12.0,False
scaffold6-size542291-gene-3.21,10,9.0,5.0,True
scaffold6-size542291-gene-3.23,23,22.0,11.5,True
scaffold6-size542291-gene-3.24,16,13.0,8.0,True
scaffold6-size542291-gene-3.25,17,0.0,8.5,False
scaffold6-size542291-gene-3.26,22,5.0,11.0,False
scaffold6-size542291-gene-3.27,18,9.0,9.0,False
scaffold6-size542291-gene-3.28,2,0.0,1.0,False
scaffold6-size542291-gene-3.29,18,4.0,9.0,False
scaffold6-size542291-gene-3.30,19,0.0,9.5,False
scaffold6-size542291-gene-3.31,13,10.0,6.5,True
scaffold6-size542291-gene-3.32,5,5.0,2.5,True
scaffold6-size542291-gene-3.33,19,1.0,9.5,False
scaffold6-size542291-gene-3.36,17,0.0,8.5,False
scaffold6-size542291-gene-3.38,19,0.0,9.5,False
scaffold6-size542291-gene-3.5,21,0.0,10.5,False
scaffold6-size542291-gene-3.6,11,0.0,5.5,False
scaffold6-size542291-gene-3.7,22,0.0,11.0,False
scaffold6-size542291-gene-3.8,17,0.0,8.5,False
scaffold6-size542291-gene-3.9,22,1.0,11.0,False
scaffold6-size542291-gene-4.1,17,0.0,8.5,False
scaffold6-size542291-gene-4.12,5,4.0,2.5,True
scaffold6-size542291-gene-4.13,18,0.0,9.0,False
scaffold6-size542291-gene-4.14,22,16.0,11.0,True
scaffold6-size542291-gene-4.2,3,0.0,1.5,False
scaffold6-size542291-gene-4.3,5,0.0,2.5,False
scaffold6-size542291-gene-4.4,23,0.0,11.5,False
scaffold6-size542291-gene-4.6,21,0.0,10.5,False
scaffold6-size542291-gene-4.8,23,0.0,11.5,False
scaffold6-size542291-gene-4.9,23,0.0,11.5,False
scaffold60-size247693-gene-0.20,1,0.0,0.5,False
scaffold60-size247693-gene-0.21,3,0.0,1.5,False
scaffold60-size247693-gene-0.6,1,0.0,0.5,False
scaffold60-size247693-gene-1.1,1,0.0,0.5,False
scaffold60-size247693-gene-1.16,16,16.0,8.0,True
scaffold60-size247693-gene-1.17,22,0.0,11.0,False
scaffold60-size247693-gene-1.8,14,4.0,7.0,False
scaffold602-size37802-gene-0.0,1,0.0,0.5,False
scaffold61-size253942-gene-0.0,22,22.0,11.0,True
scaffold61-size253942-gene-0.4,7,0.0,3.5,False
scaffold61-size253942-gene-1.45,22,0.0,11.0,False
scaffold61-size253942-gene-1.47,23,10.0,11.5,False
scaffold61-size253942-gene-1.49,20,14.0,10.0,True
scaffold61-size253942-gene-1.51,14,0.0,7.0,False
scaffold61-size253942-gene-1.52,10,0.0,5.0,False
scaffold61-size253942-gene-1.56,17,12.0,8.5,True
scaffold61-size253942-gene-1.58,24,0.0,12.0,False
scaffold61-size253942-gene-1.59,21,7.0,10.5,False
scaffold61-size253942-gene-1.60,19,1.0,9.5,False
scaffold61-size253942-gene-1.61,21,0.0,10.5,False
scaffold61-size253942-gene-1.62,18,3.0,9.0,False
scaffold61-size253942-gene-1.65,2,0.0,1.0,False
scaffold61-size253942-gene-1.68,1,0.0,0.5,False
scaffold61-size253942-gene-1.69,18,0.0,9.0,False
scaffold61-size253942-gene-1.70,21,4.0,10.5,False
scaffold61-size253942-gene-1.73,17,0.0,8.5,False
scaffold61-size253942-gene-1.75,4,4.0,2.0,True
scaffold61-size253942-gene-1.76,18,6.0,9.0,False
scaffold61-size253942-gene-1.77,23,0.0,11.5,False
scaffold61-size253942-gene-1.79,1,0.0,0.5,False
scaffold61-size253942-gene-1.82,18,0.0,9.0,False
scaffold61-size253942-gene-1.83,23,18.0,11.5,True
scaffold61-size253942-gene-1.85,21,0.0,10.5,False
scaffold61-size253942-gene-1.87,15,0.0,7.5,False
scaffold61-size253942-gene-1.88,1,0.0,0.5,False
scaffold61-size253942-gene-1.89,20,13.0,10.0,True
scaffold61-size253942-gene-1.90,20,0.0,10.0,False
scaffold61-size253942-gene-1.92,23,0.0,11.5,False
scaffold61-size253942-gene-1.93,1,0.0,0.5,False
scaffold61-size253942-gene-1.94,16,12.0,8.0,True
scaffold61-size253942-gene-1.95,22,22.0,11.0,True
scaffold61-size253942-gene-1.96,18,0.0,9.0,False
scaffold61-size253942-gene-1.98,3,2.0,1.5,True
scaffold62-size328347-gene-0.15,21,14.0,10.5,True
scaffold62-size328347-gene-0.16,19,19.0,9.5,True
scaffold62-size328347-gene-0.19,17,16.0,8.5,True
scaffold62-size328347-gene-1.32,16,15.0,8.0,True
scaffold62-size328347-gene-1.34,17,0.0,8.5,False
scaffold62-size328347-gene-1.35,22,21.0,11.0,True
scaffold62-size328347-gene-1.36,20,0.0,10.0,False
scaffold62-size328347-gene-1.39,21,0.0,10.5,False
scaffold62-size328347-gene-1.42,21,0.0,10.5,False
scaffold62-size328347-gene-1.44,18,10.0,9.0,True
scaffold62-size328347-gene-1.45,2,0.0,1.0,False
scaffold62-size328347-gene-1.46,4,0.0,2.0,False
scaffold62-size328347-gene-1.47,3,3.0,1.5,True
scaffold62-size328347-gene-1.49,1,0.0,0.5,False
scaffold62-size328347-gene-1.50,5,5.0,2.5,True
scaffold62-size328347-gene-1.52,20,0.0,10.0,False
scaffold62-size328347-gene-1.53,22,8.0,11.0,False
scaffold62-size328347-gene-1.54,2,0.0,1.0,False
scaffold62-size328347-gene-1.56,4,0.0,2.0,False
scaffold62-size328347-gene-1.57,12,1.0,6.0,False
scaffold62-size328347-gene-1.59,21,0.0,10.5,False
scaffold62-size328347-gene-1.60,11,0.0,5.5,False
scaffold62-size328347-gene-1.61,3,3.0,1.5,True
scaffold62-size328347-gene-1.63,16,0.0,8.0,False
scaffold62-size328347-gene-1.64,20,0.0,10.0,False
scaffold62-size328347-gene-2.16,23,2.0,11.5,False
scaffold62-size328347-gene-2.17,13,0.0,6.5,False
scaffold62-size328347-gene-2.18,21,18.0,10.5,True
scaffold62-size328347-gene-2.19,17,16.0,8.5,True
scaffold62-size328347-gene-2.23,23,1.0,11.5,False
scaffold62-size328347-gene-2.28,18,0.0,9.0,False
scaffold62-size328347-gene-2.30,18,0.0,9.0,False
scaffold62-size328347-gene-2.32,23,0.0,11.5,False
scaffold62-size328347-gene-2.35,1,0.0,0.5,False
scaffold62-size328347-gene-2.37,18,17.0,9.0,True
scaffold62-size328347-gene-2.39,2,0.0,1.0,False
scaffold62-size328347-gene-2.41,13,0.0,6.5,False
scaffold621-size15201-gene-0.5,17,8.0,8.5,False
scaffold63-size205725-gene-0.0,21,0.0,10.5,False
scaffold63-size205725-gene-0.14,6,0.0,3.0,False
scaffold63-size205725-gene-0.15,19,17.0,9.5,True
scaffold63-size205725-gene-0.16,19,4.0,9.5,False
scaffold63-size205725-gene-0.17,8,5.0,4.0,True
scaffold63-size205725-gene-0.3,10,4.0,5.0,False
scaffold63-size205725-gene-0.4,20,12.0,10.0,True
scaffold63-size205725-gene-0.5,16,2.0,8.0,False
scaffold63-size205725-gene-0.6,17,1.0,8.5,False
scaffold63-size205725-gene-0.7,1,0.0,0.5,False
scaffold63-size205725-gene-0.9,1,0.0,0.5,False
scaffold63-size205725-gene-1.0,21,0.0,10.5,False
scaffold63-size205725-gene-1.1,22,0.0,11.0,False
scaffold63-size205725-gene-1.11,16,9.0,8.0,True
scaffold63-size205725-gene-1.12,18,0.0,9.0,False
scaffold63-size205725-gene-1.15,10,0.0,5.0,False
scaffold63-size205725-gene-1.17,1,0.0,0.5,False
scaffold63-size205725-gene-1.18,24,0.0,12.0,False
scaffold63-size205725-gene-1.19,12,10.0,6.0,True
scaffold63-size205725-gene-1.2,21,0.0,10.5,False
scaffold63-size205725-gene-1.3,15,1.0,7.5,False
scaffold63-size205725-gene-1.4,8,6.0,4.0,True
scaffold63-size205725-gene-1.5,17,0.0,8.5,False
scaffold63-size205725-gene-1.8,11,10.0,5.5,True
scaffold633-size14456-gene-0.0,12,10.0,6.0,True
scaffold636-size14296-gene-0.0,4,0.0,2.0,False
scaffold636-size14296-gene-0.1,21,0.0,10.5,False
scaffold64-size205723-gene-0.20,12,0.0,6.0,False
scaffold64-size205723-gene-0.21,21,0.0,10.5,False
scaffold64-size205723-gene-0.22,16,0.0,8.0,False
scaffold64-size205723-gene-0.25,23,1.0,11.5,False
scaffold64-size205723-gene-0.27,20,0.0,10.0,False
scaffold64-size205723-gene-0.28,3,1.0,1.5,False
scaffold64-size205723-gene-0.29,22,22.0,11.0,True
scaffold64-size205723-gene-0.30,3,0.0,1.5,False
scaffold64-size205723-gene-0.31,12,0.0,6.0,False
scaffold64-size205723-gene-0.32,22,0.0,11.0,False
scaffold64-size205723-gene-0.35,7,0.0,3.5,False
scaffold64-size205723-gene-0.36,18,0.0,9.0,False
scaffold64-size205723-gene-0.37,19,1.0,9.5,False
scaffold64-size205723-gene-0.38,23,11.0,11.5,False
scaffold64-size205723-gene-0.39,17,1.0,8.5,False
scaffold64-size205723-gene-0.41,13,1.0,6.5,False
scaffold64-size205723-gene-1.24,22,0.0,11.0,False
scaffold64-size205723-gene-1.25,17,0.0,8.5,False
scaffold64-size205723-gene-1.26,21,3.0,10.5,False
scaffold64-size205723-gene-1.27,1,0.0,0.5,False
scaffold64-size205723-gene-1.28,20,0.0,10.0,False
scaffold64-size205723-gene-1.29,24,24.0,12.0,True
scaffold64-size205723-gene-1.31,24,0.0,12.0,False
scaffold64-size205723-gene-1.34,21,0.0,10.5,False
scaffold64-size205723-gene-1.35,20,0.0,10.0,False
scaffold64-size205723-gene-1.36,4,0.0,2.0,False
scaffold64-size205723-gene-1.38,23,0.0,11.5,False
scaffold64-size205723-gene-1.40,17,0.0,8.5,False
scaffold64-size205723-gene-1.41,18,0.0,9.0,False
scaffold64-size205723-gene-1.42,16,0.0,8.0,False
scaffold64-size205723-gene-1.43,19,15.0,9.5,True
scaffold64-size205723-gene-1.45,1,0.0,0.5,False
scaffold64-size205723-gene-1.46,4,1.0,2.0,False
scaffold64-size205723-gene-1.47,23,18.0,11.5,True
scaffold64-size205723-gene-1.48,22,0.0,11.0,False
scaffold64-size205723-gene-1.49,14,0.0,7.0,False
scaffold64-size205723-gene-1.50,23,0.0,11.5,False
scaffold640-size28727-gene-0.0,1,0.0,0.5,False
scaffold643-size13863-gene-0.0,1,0.0,0.5,False
scaffold65-size421053-gene-0.1,21,0.0,10.5,False
scaffold65-size421053-gene-0.11,2,0.0,1.0,False
scaffold65-size421053-gene-0.12,1,0.0,0.5,False
scaffold65-size421053-gene-0.16,4,0.0,2.0,False
scaffold65-size421053-gene-0.2,22,0.0,11.0,False
scaffold65-size421053-gene-0.4,21,0.0,10.5,False
scaffold65-size421053-gene-0.7,21,14.0,10.5,True
scaffold65-size421053-gene-1.2,2,0.0,1.0,False
scaffold65-size421053-gene-2.13,22,22.0,11.0,True
scaffold65-size421053-gene-2.14,18,4.0,9.0,False
scaffold65-size421053-gene-2.15,20,19.0,10.0,True
scaffold65-size421053-gene-2.2,21,2.0,10.5,False
scaffold65-size421053-gene-2.3,17,0.0,8.5,False
scaffold65-size421053-gene-2.4,18,3.0,9.0,False
scaffold65-size421053-gene-2.5,21,1.0,10.5,False
scaffold65-size421053-gene-2.6,19,18.0,9.5,True
scaffold65-size421053-gene-2.8,21,0.0,10.5,False
scaffold65-size421053-gene-2.9,18,15.0,9.0,True
scaffold65-size421053-gene-3.10,11,0.0,5.5,False
scaffold65-size421053-gene-3.12,18,15.0,9.0,True
scaffold65-size421053-gene-3.13,20,0.0,10.0,False
scaffold65-size421053-gene-3.17,22,0.0,11.0,False
scaffold65-size421053-gene-3.19,19,0.0,9.5,False
scaffold65-size421053-gene-3.5,13,0.0,6.5,False
scaffold65-size421053-gene-3.6,23,0.0,11.5,False
scaffold65-size421053-gene-3.7,21,19.0,10.5,True
scaffold66-size293530-gene-0.13,4,0.0,2.0,False
scaffold66-size293530-gene-0.15,15,0.0,7.5,False
scaffold66-size293530-gene-0.16,21,0.0,10.5,False
scaffold66-size293530-gene-0.17,1,0.0,0.5,False
scaffold66-size293530-gene-0.19,20,3.0,10.0,False
scaffold66-size293530-gene-0.20,23,19.0,11.5,True
scaffold66-size293530-gene-0.21,20,0.0,10.0,False
scaffold66-size293530-gene-0.22,2,0.0,1.0,False
scaffold66-size293530-gene-0.23,24,23.0,12.0,True
scaffold66-size293530-gene-0.24,14,2.0,7.0,False
scaffold66-size293530-gene-0.25,22,1.0,11.0,False
scaffold66-size293530-gene-1.15,1,0.0,0.5,False
scaffold66-size293530-gene-1.17,16,0.0,8.0,False
scaffold66-size293530-gene-1.20,18,2.0,9.0,False
scaffold66-size293530-gene-1.21,23,0.0,11.5,False
scaffold66-size293530-gene-1.22,16,0.0,8.0,False
scaffold66-size293530-gene-1.24,23,0.0,11.5,False
scaffold66-size293530-gene-1.29,22,0.0,11.0,False
scaffold66-size293530-gene-1.35,21,18.0,10.5,True
scaffold66-size293530-gene-1.37,20,0.0,10.0,False
scaffold66-size293530-gene-1.39,21,0.0,10.5,False
scaffold66-size293530-gene-1.43,1,1.0,0.5,True
scaffold66-size293530-gene-1.50,14,1.0,7.0,False
scaffold666-size12231-gene-0.1,19,0.0,9.5,False
scaffold666-size12231-gene-0.3,2,1.0,1.0,False
scaffold666-size12231-gene-0.4,3,0.0,1.5,False
scaffold67-size219130-gene-0.13,1,0.0,0.5,False
scaffold67-size219130-gene-0.14,20,1.0,10.0,False
scaffold67-size219130-gene-0.15,4,0.0,2.0,False
scaffold67-size219130-gene-0.4,2,0.0,1.0,False
scaffold67-size219130-gene-0.5,3,0.0,1.5,False
scaffold67-size219130-gene-1.0,20,0.0,10.0,False
scaffold67-size219130-gene-1.1,13,0.0,6.5,False
scaffold67-size219130-gene-1.10,14,0.0,7.0,False
scaffold67-size219130-gene-1.11,15,15.0,7.5,True
scaffold67-size219130-gene-1.12,22,18.0,11.0,True
scaffold67-size219130-gene-1.13,13,0.0,6.5,False
scaffold67-size219130-gene-1.14,19,1.0,9.5,False
scaffold67-size219130-gene-1.15,1,0.0,0.5,False
scaffold67-size219130-gene-1.2,19,0.0,9.5,False
scaffold67-size219130-gene-1.3,23,0.0,11.5,False
scaffold67-size219130-gene-1.4,19,0.0,9.5,False
scaffold67-size219130-gene-1.7,18,13.0,9.0,True
scaffold67-size219130-gene-1.8,23,22.0,11.5,True
scaffold672-size11709-gene-0.1,22,0.0,11.0,False
scaffold678-size10122-gene-0.1,18,18.0,9.0,True
scaffold679-size9450-gene-0.0,1,1.0,0.5,True
scaffold679-size9450-gene-0.1,24,24.0,12.0,True
scaffold679-size9450-gene-0.2,4,4.0,2.0,True
scaffold68-size202647-gene-0.21,23,1.0,11.5,False
scaffold68-size202647-gene-0.22,21,0.0,10.5,False
scaffold68-size202647-gene-0.23,1,0.0,0.5,False
scaffold68-size202647-gene-0.24,17,0.0,8.5,False
scaffold68-size202647-gene-0.25,6,3.0,3.0,False
scaffold68-size202647-gene-0.27,23,0.0,11.5,False
scaffold68-size202647-gene-0.28,23,0.0,11.5,False
scaffold68-size202647-gene-0.30,17,14.0,8.5,True
scaffold68-size202647-gene-0.32,23,0.0,11.5,False
scaffold68-size202647-gene-0.33,6,0.0,3.0,False
scaffold68-size202647-gene-0.34,24,21.0,12.0,True
scaffold68-size202647-gene-0.36,1,0.0,0.5,False
scaffold68-size202647-gene-0.38,8,0.0,4.0,False
scaffold68-size202647-gene-0.44,12,0.0,6.0,False
scaffold68-size202647-gene-0.46,7,1.0,3.5,False
scaffold68-size202647-gene-0.47,18,1.0,9.0,False
scaffold68-size202647-gene-1.29,23,20.0,11.5,True
scaffold68-size202647-gene-1.30,19,1.0,9.5,False
scaffold68-size202647-gene-1.31,20,1.0,10.0,False
scaffold68-size202647-gene-1.32,3,0.0,1.5,False
scaffold68-size202647-gene-1.33,1,0.0,0.5,False
scaffold68-size202647-gene-1.34,1,0.0,0.5,False
scaffold68-size202647-gene-1.36,20,15.0,10.0,True
scaffold68-size202647-gene-1.37,1,0.0,0.5,False
scaffold68-size202647-gene-1.39,22,0.0,11.0,False
scaffold68-size202647-gene-1.40,20,0.0,10.0,False
scaffold68-size202647-gene-1.42,1,0.0,0.5,False
scaffold68-size202647-gene-1.44,22,12.0,11.0,True
scaffold68-size202647-gene-1.45,1,0.0,0.5,False
scaffold68-size202647-gene-1.46,23,10.0,11.5,False
scaffold68-size202647-gene-1.48,19,0.0,9.5,False
scaffold68-size202647-gene-1.49,1,0.0,0.5,False
scaffold68-size202647-gene-1.50,1,0.0,0.5,False
scaffold68-size202647-gene-1.53,14,0.0,7.0,False
scaffold68-size202647-gene-1.54,1,0.0,0.5,False
scaffold68-size202647-gene-1.55,20,13.0,10.0,True
scaffold68-size202647-gene-1.57,2,0.0,1.0,False
scaffold68-size202647-gene-1.58,17,0.0,8.5,False
scaffold68-size202647-gene-1.61,19,0.0,9.5,False
scaffold68-size202647-gene-1.62,21,0.0,10.5,False
scaffold68-size202647-gene-1.63,23,0.0,11.5,False
scaffold68-size202647-gene-1.66,16,0.0,8.0,False
scaffold68-size202647-gene-1.67,23,5.0,11.5,False
scaffold68-size202647-gene-1.71,1,0.0,0.5,False
scaffold68-size202647-gene-1.72,21,2.0,10.5,False
scaffold68-size202647-gene-1.74,24,1.0,12.0,False
scaffold683-size7627-gene-0.1,13,13.0,6.5,True
scaffold683-size7627-gene-0.2,11,11.0,5.5,True
scaffold683-size7627-gene-0.3,14,14.0,7.0,True
scaffold69-size387297-gene-0.2,1,0.0,0.5,False
scaffold69-size387297-gene-1.13,17,0.0,8.5,False
scaffold69-size387297-gene-1.2,21,0.0,10.5,False
scaffold69-size387297-gene-1.3,18,10.0,9.0,True
scaffold69-size387297-gene-1.6,16,0.0,8.0,False
scaffold69-size387297-gene-1.8,2,0.0,1.0,False
scaffold69-size387297-gene-1.9,9,9.0,4.5,True
scaffold69-size387297-gene-2.32,20,0.0,10.0,False
scaffold69-size387297-gene-2.33,1,0.0,0.5,False
scaffold69-size387297-gene-2.34,17,0.0,8.5,False
scaffold69-size387297-gene-2.35,21,0.0,10.5,False
scaffold69-size387297-gene-2.37,16,7.0,8.0,False
scaffold69-size387297-gene-2.38,20,18.0,10.0,True
scaffold69-size387297-gene-2.39,1,0.0,0.5,False
scaffold69-size387297-gene-2.42,1,0.0,0.5,False
scaffold69-size387297-gene-2.44,19,17.0,9.5,True
scaffold69-size387297-gene-2.45,18,14.0,9.0,True
scaffold69-size387297-gene-2.46,17,13.0,8.5,True
scaffold69-size387297-gene-2.47,1,1.0,0.5,True
scaffold69-size387297-gene-2.51,11,0.0,5.5,False
scaffold69-size387297-gene-2.52,18,0.0,9.0,False
scaffold69-size387297-gene-2.53,2,2.0,1.0,True
scaffold69-size387297-gene-2.55,19,0.0,9.5,False
