Query,Alien index (AI),AI > 30,HGT index (hU),hU >= 30,Evalue,Top species Evalue,Superkingdom
scaffold86-size175718-gene-0.2,-95.33880884658126,False,-137.60000000000002,False,2.3999999999999983e-152,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold86-size175718-gene-0.4,230.0761877426106,True,376.7,True,1.1999999999999994e-100,Pseudochrobactrum asaccharolyticum,cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum
scaffold87-size175171-gene-0.100,-351.1969069394209,False,-552.0,False,2.999999999999998e-153,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.101,-348.96331471791376,False,-548.9,False,2.7999999999999977e-152,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.102,-460.51701859880916,False,-966.8,False,6.299999999999993e-278,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.103,-28.560557074552726,False,-41.19999999999999,False,3e-26,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.106,-259.5288212909169,False,-374.4,False,3.2999999999999986e-124,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.107,-71.58777724759366,False,-103.19999999999999,False,1.2999999999999998e-43,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.44,-99.05627943402445,False,-142.89999999999998,False,6.499999999999998e-77,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.45,-34.54882673076418,False,-95.1,False,9.900000000000001e-16,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.46,-460.51701859880916,False,-877.9,False,4.099999999999995e-251,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.47,-51.65112431921287,False,-119.0,False,3.7e-23,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.48,-230.39777136673808,False,-377.9,False,8.699999999999994e-101,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.49,-71.19781632602147,False,-146.7,False,1.2e-31,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.55,-263.80403392130495,False,-425.6,False,2.699999999999998e-115,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.56,7.467371066917565,False,10.700000000000017,False,2.7999999999999993e-42,Enhygromyxa salina,cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Myxococcales incertae sedis;Enhygromyxa
scaffold87-size175171-gene-0.57,-194.3587563513583,False,-325.5,False,3.899999999999998e-85,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.63,-20.3867936003252,False,-74.7,False,1.4e-09,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.65,-234.98146252104902,False,-339.0,False,1.599999999999999e-141,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.67,-26.69898202708626,False,-38.5,False,1.6e-18,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.69,-178.9084900729756,False,-302.4,False,1.9999999999999998e-78,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.70,-137.89274131517524,False,-243.4,False,1.3e-60,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.72,-15.48210688423832,False,-22.30000000000001,False,3.4e-61,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold87-size175171-gene-0.73,-21.38069493490427,False,-30.80000000000001,False,5.6999999999999986e-36,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.74,-130.60549641448821,False,-233.8,False,1.8999999999999996e-57,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.75,22.429867497834152,False,32.29999999999998,True,9.799999999999999e-60,Gemmatimonadetes bacterium,cellular organisms;Bacteria;FCB group;Gemmatimonadetes;unclassified Gemmatimonadetes
scaffold87-size175171-gene-0.76,-241.93395369387258,False,-394.4,False,8.499999999999997e-106,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.77,-188.47550538889053,False,-317.4,False,1.3999999999999992e-82,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.78,53.73598592836205,True,122.5,True,4.5999999999999995e-24,Propionicicella superfundia,cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Propionicicella
scaffold87-size175171-gene-0.79,-121.20410080574932,False,-219.9,False,2.2999999999999997e-53,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.80,-86.91044686887162,False,-170.2,False,1.8e-38,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.81,-111.88220794786739,False,-161.4,False,3.599999999999998e-71,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.82,-18.158316479484874,False,-72.4,False,1.3e-08,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.85,-182.11494337784526,False,-307.4,False,8.099999999999996e-80,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.87,-63.54082439982834,False,-91.69999999999999,False,6.5999999999999995e-71,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.88,-119.98288619498888,False,-218.0,False,7.799999999999998e-53,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold87-size175171-gene-0.90,-324.2590330040523,False,-513.5,False,1.499999999999999e-141,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold87-size175171-gene-0.93,-143.09674800225207,False,-473.8,False,3.2999999999999975e-281,Grateloupia chiangii,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Halymeniales;Halymeniaceae;Grateloupia
scaffold87-size175171-gene-0.95,-42.06271781331664,False,-105.5,False,5.4e-19,Trebouxia sp. A1-2,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Trebouxia;unclassified Trebouxia
scaffold87-size175171-gene-0.99,-43.41264453026565,False,-107.1,False,1.4e-19,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold88-size174907-gene-0.11,-134.02797119459765,False,-238.4,False,6.1999999999999964e-59,Galdieria sulphuraria,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Galdieria
scaffold88-size174907-gene-0.12,-127.98925376263912,False,-229.9,False,2.6e-56,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.13,-228.55063131415724,False,-329.79999999999995,False,1.5999999999999987e-181,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.17,-28.344371003806014,False,-85.1,False,4.9e-13,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.19,-39.52124081204022,False,-57.0,False,9.599999999999997e-77,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold88-size174907-gene-0.21,-213.4472664678863,False,-353.2,False,2e-93,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.22,-296.93816681642755,False,-474.2,False,1.0999999999999994e-129,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.26,-29.75128465212864,False,-88.2,False,1.2e-13,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.27,-10.136681439703864,False,-14.600000000000023,False,9.899999999999996e-139,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold88-size174907-gene-0.3,-38.145417750787644,False,-55.10000000000001,False,3.8e-37,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.4,-245.50113621300898,False,-399.4,False,2.3999999999999993e-107,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold88-size174907-gene-0.5,-18.69511758965413,False,-26.900000000000006,False,7.6e-55,Ectocarpus siliculosus,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Ectocarpales;Ectocarpaceae;Ectocarpus
scaffold88-size174907-gene-0.6,-235.66218718161042,False,-384.8,False,4.499999999999998e-103,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.1,-40.297908964650055,False,-58.19999999999999,False,4.099999999999999e-38,Chlorella sorokiniana,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella clade;Chlorella
scaffold89-size288287-gene-0.10,-460.51701859880916,False,-983.0,False,1.7999999999999987e-282,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.12,-18.32537056414804,False,-71.2,False,1.1e-08,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.13,-460.51701859880916,False,-966.5,False,2.699999999999998e-277,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.14,-109.73295687479407,False,-158.3,False,7.499999999999996e-136,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.15,-221.43383140824037,False,-364.0,False,6.799999999999998e-97,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.16,-90.24265137904683,False,-130.2,False,1.7999999999999994e-112,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.2,-10.557414019942792,False,-59.3,False,2.6e-05,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.4,-460.51701859880916,False,-1257.3,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.5,-460.51701859880916,False,-912.1,False,3.199999999999997e-261,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.6,-17.167917775457,False,-69.3,False,3.5e-08,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold89-size288287-gene-0.7,-460.51701859880916,False,-833.9,False,8.999999999999993e-238,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-0.9,-61.58201084593711,False,-134.4,False,1.8e-27,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-1.10,-4.225680564283152,False,-6.100000000000023,False,1.899999999999999e-139,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-1.13,-88.92770006675883,False,-128.3,False,1.699999999999999e-135,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-1.15,33.950989730008565,True,94.0,True,1.8e-15,bacterium B17,cellular organisms;Bacteria;unclassified Bacteria
scaffold89-size288287-gene-1.17,-44.61661733459159,False,-107.5,False,4.2e-20,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold89-size288287-gene-1.19,-23.4731150722792,False,-39.30000000000007,False,2.2999999999999985e-202,Asparagopsis taxiformis,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales;Bonnemaisoniaceae;Asparagopsis
scaffold89-size288287-gene-1.24,-30.144327240238248,False,-87.4,False,8.100000000000001e-14,Phytophthora infestans,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora
scaffold89-size288287-gene-1.6,-59.39720878859945,False,-130.2,False,1.6e-26,Klebsormidium nitens,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium
scaffold9-size500136-gene-0.1,-2.6635984385313805,False,-3.8000000000000114,False,2.3e-47,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-0.9,-85.161746889104,False,-122.89999999999998,False,2.999999999999998e-132,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-1.15,-69.8325753740994,False,-146.4,False,4.7e-31,Aphanomyces astaci,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Aphanomyces
scaffold9-size500136-gene-1.7,-84.3201797034258,False,-167.2,False,2.4e-37,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-1.9,-181.11576498616535,False,-306.2,False,2.1999999999999996e-79,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-2.10,-83.29852845589377,False,-120.19999999999999,False,4.199999999999998e-117,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-2.11,-19.288181311657087,False,-72.4,False,4.2e-09,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold9-size500136-gene-2.12,-14.528860445841739,False,-65.9,False,4.9e-07,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold9-size500136-gene-2.14,-63.309231794027596,False,-135.6,False,3.2000000000000003e-28,Aphanomyces invadans,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Aphanomyces
scaffold9-size500136-gene-2.3,-170.3372296602891,False,-245.69999999999993,False,1.8999999999999986e-168,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-2.4,-10.395964037633924,False,-15.0,False,5.5000000000000006e-17,Guillardia theta CCMP2712,cellular organisms;Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Guillardia;Guillardia theta
scaffold9-size500136-gene-3.13,-460.5169586006091,False,-723.8,False,5.999999999999995e-205,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-3.15,-120.51095362518937,False,-218.4,False,4.599999999999998e-53,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
scaffold9-size500136-gene-3.18,-18.682045508086773,False,-71.6,False,7.7e-09,Aphanomyces invadans,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Aphanomyces
scaffold9-size500136-gene-3.19,-460.51701859880916,False,-779.2,False,1.4999999999999986e-221,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-3.20,-83.53425078941487,False,-120.60000000000002,False,7.899999999999997e-111,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-3.22,-5.872117789475418,False,-8.5,False,2e-17,Glomus cerebriforme,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus
scaffold9-size500136-gene-3.24,-40.61362255095772,False,-103.6,False,2.3e-18,Cyanidioschyzon merolae strain 10D,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Cyanidioschyzon;Cyanidioschyzon merolae
scaffold9-size500136-gene-3.25,-47.66113977231502,False,-113.2,False,2e-21,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-3.3,-42.388140213751264,False,-105.5,False,3.9e-19,Blastocystis sp. ATCC 50177/Nand II,cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystidae;Blastocystis;Blastocystis sp. subtypes;Blastocystis sp. subtype 1
scaffold9-size500136-gene-3.6,-42.755864993876585,False,-105.9,False,2.7e-19,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-3.7,-43.343651658778704,False,-109.0,False,1.5e-19,Pythium oligandrum,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Pythiales;Pythiaceae;Pythium
scaffold9-size500136-gene-4.4,-44.33463328325445,False,-63.900000000000006,False,4.9e-50,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-4.5,-291.89767855918166,False,-466.5,False,1.6999999999999991e-127,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold9-size500136-gene-4.6,-115.34631915494012,False,-166.40000000000003,False,3.2999999999999985e-133,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold90-size190875-gene-0.5,-30.461238951004965,False,-88.2,False,5.9e-14,Nesidiocoris tenuis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Prosorrhyncha;Heteroptera;Euheteroptera;Neoheteroptera;Panheteroptera;Cimicomorpha;Cimicoidea;Miridae;Bryocorinae;Dicyphini;Dicyphina;Nesidiocoris
scaffold91-size293952-gene-0.11,-287.64081506746174,False,-461.1,False,1.1999999999999995e-125,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.16,93.04501225962028,True,179.1,True,3.9e-41,Myxococcales bacterium,cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;unclassified Myxococcales
scaffold91-size293952-gene-0.18,-460.5170185268091,False,-733.8,False,7.1999999999999945e-208,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.21,-264.2094990294131,False,-427.2,False,1.7999999999999991e-115,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.22,-170.95341579971293,False,-290.8,False,5.7e-75,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.23,-275.5682738145561,False,-443.7,False,2.099999999999999e-120,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.24,-460.51701859880916,False,-3050.0,False,0.0,Acanthaster planci,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.27,-239.63136860087852,False,-391.3,False,8.499999999999996e-105,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.3,-247.98604286279698,False,-402.1,False,1.9999999999999997e-108,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.4,-198.9386087293621,False,-943.6999999999999,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-0.9,0.0,False,-489.60000000000014,False,0.0,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-1.11,-13.122363377404328,False,-64.7,False,2e-06,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold91-size293952-gene-1.13,-9.210340371976182,False,-57.4,False,0.0001,Echinops telfairi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Afrotheria;Tenrecidae;Tenrecinae;Echinops
scaffold91-size293952-gene-1.15,-257.48406530722497,False,-416.4,False,1.4999999999999993e-112,Porphyra umbilicalis,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra
scaffold91-size293952-gene-1.16,-248.82229088699762,False,-359.0,False,1.2999999999999995e-125,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-1.17,-95.74098987948821,False,-244.20000000000005,False,1.1999999999999987e-232,Chondrus crispus,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Gigartinaceae;Chondrus
scaffold91-size293952-gene-1.18,-40.19376870539745,False,-103.6,False,3.5000000000000014e-18,Porphyridium purpureum,cellular organisms;Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium
